link,title,difficulty,distance,elevation_up,elevation_down,duration,speed
https://www.komoot.com/smarttour/2867016,Malans – Fadärastein loop from Malans,Expert,9.85 mi,"2,300 ft","2,300 ft",05:42,1.7 mph
https://www.komoot.com/smarttour/456028,Simmenfälle – Simmenfäll loop from Adelboden,Easy,3.68 mi,975 ft,975 ft,01:59,1.9 mph
https://www.komoot.com/smarttour/1813322,Seebergsee – Seebergsee loop from Grubenwald,Intermediate,4.55 mi,750 ft,750 ft,02:21,1.9 mph
https://www.komoot.com/smarttour/4172044,Seebergsee – Seebergsee loop from Mannried,Intermediate,7.10 mi,"1,575 ft","1,575 ft",03:49,1.9 mph
https://www.komoot.com/smarttour/1806486,Simmenfäll – Simmenfälle loop from Adelboden,Intermediate,8.08 mi,"2,400 ft","2,400 ft",04:37,1.8 mph
https://www.komoot.com/smarttour/726059,Simmenfäll – Iffigfall loop from Lenk,Expert,10.9 mi,"2,625 ft","2,625 ft",05:51,1.9 mph
https://www.komoot.com/smarttour/726047,Viel Kraft bahnt sich den Weg – Iffigensee loop from Lenk,Expert,8.81 mi,"2,975 ft","2,975 ft",06:14,1.4 mph
https://www.komoot.com/smarttour/5437160,Simmenfälle – Simmenfäll loop from Lenk im Simmental,Intermediate,9.76 mi,"1,175 ft","1,175 ft",04:32,2.1 mph
https://www.komoot.com/smarttour/1009022,Gryden ( Dolinen) – Berghaus Betelberg loop from Lenk,Expert,4.60 mi,800 ft,800 ft,02:32,1.8 mph
https://www.komoot.com/smarttour/1514536,"Alp in den Bädern – ""Die Dolomiten der Schweiz"" loop from Weissenbach",Intermediate,6.96 mi,"1,100 ft","1,100 ft",03:21,2.1 mph
https://www.komoot.com/smarttour/12033407,Gryden ( Dolinen) – Trütlisbergpass loop from Lenk,Expert,5.95 mi,925 ft,900 ft,03:24,1.8 mph
https://www.komoot.com/smarttour/1804099,Simmenfäll – Simmenfälle loop from Lenk,Expert,10.3 mi,"2,175 ft","2,175 ft",05:17,1.9 mph
https://www.komoot.com/smarttour/1009076,Alpenblumenweg Bettelberg – Gryden ( Dolinen) loop from Lenk,Expert,12.2 mi,"3,450 ft","3,450 ft",07:07,1.7 mph
https://www.komoot.com/smarttour/1804104,Simmenfälle – Simmenfäll loop from Adelboden,Expert,6.14 mi,"3,025 ft","3,025 ft",05:11,1.2 mph
https://www.komoot.com/smarttour/1806199,Gratwanderung – Fronalpstock Gipfel loop from Stoos (Stoosbahn),Expert,7.87 mi,"2,575 ft","2,575 ft",05:16,1.5 mph
https://www.komoot.com/smarttour/1840083,Rigi Staffel – Rigi Kulm loop from Küssnacht,Expert,9.98 mi,"4,275 ft","4,275 ft",06:58,1.4 mph
https://www.komoot.com/smarttour/40429,Rigi Kulm – Schöner Panorama Weg loop from Martisweid,Intermediate,7.37 mi,"2,550 ft","2,575 ft",04:52,1.5 mph
https://www.komoot.com/smarttour/192025,Rigi Kulm – Schöner Panorama Weg loop from Immensee,Expert,11.6 mi,"4,375 ft","4,375 ft",07:39,1.5 mph
https://www.komoot.com/smarttour/1836999,Rigi Staffel – Rigi Kulm loop from Martisweid,Intermediate,5.82 mi,"2,450 ft","2,450 ft",04:13,1.4 mph
https://www.komoot.com/smarttour/8050714,Fronalpstock – Fronalpstock Gipfel loop from Ibach,Expert,10.9 mi,"3,925 ft","3,925 ft",07:00,1.6 mph
https://www.komoot.com/smarttour/172308,Blick auf den Grossen Mythen – Großer Mythen Gipfelkreuz loop from Brunni,Expert,5.74 mi,"2,500 ft","2,500 ft",04:43,1.2 mph
https://www.komoot.com/smarttour/1836837,Rigi Kulm – Aussichtspunkt Känzeli loop from Rigi Wölfertschen-First,Intermediate,5.54 mi,"1,275 ft","1,250 ft",02:53,1.9 mph
https://www.komoot.com/smarttour/8052143,Mostelegg – Raiffeisen Skywalk loop from Sattel,Easy,3.72 mi,675 ft,675 ft,01:48,2.1 mph
https://www.komoot.com/smarttour/5505791,Mythenblick – Mostelegg loop from Sattel,Intermediate,6.76 mi,"1,250 ft","1,250 ft",03:18,2.1 mph
https://www.komoot.com/smarttour/528727,Rigi Kulm – Aussichtspunkt Känzeli loop from Rigi-Klösterli,Intermediate,6.89 mi,"1,650 ft","1,650 ft",03:48,1.8 mph
https://www.komoot.com/smarttour/428002,Raiffeisen Skywalk – Alte Bergstation Hochstückli loop from Sattel,Intermediate,7.23 mi,"2,550 ft","2,550 ft",04:33,1.6 mph
https://www.komoot.com/smarttour/730913,An der Seebodenalp – Schöner Panorama Weg loop from Martisweid,Easy,2.67 mi,150 ft,125 ft,01:08,2.3 mph
https://www.komoot.com/smarttour/12249843,Wägitaler See – Gross Aubrig loop from Innerthal,Expert,13.7 mi,"2,900 ft","2,925 ft",07:47,1.8 mph
https://www.komoot.com/smarttour/8052324,Raiffeisen Skywalk – Mostelegg loop from Brunni,Intermediate,7.77 mi,"1,600 ft","1,600 ft",04:02,1.9 mph
https://www.komoot.com/smarttour/11003025,Rathaus Basel – Mittlere Brücke (Basel) loop from Basel Badischer Bahnhof,Intermediate,5.40 mi,200 ft,200 ft,02:16,2.4 mph
https://www.komoot.com/smarttour/362631,Marktplatz Basel – Rathaus Basel loop from Bâle SNCF,Easy,4.63 mi,175 ft,175 ft,01:57,2.4 mph
https://www.komoot.com/smarttour/11010639,Münsterplattform (Pfalz) – Unterer Rheinweg loop from Basel SBB,Intermediate,6.46 mi,225 ft,225 ft,02:42,2.4 mph
https://www.komoot.com/smarttour/2255653,"Lange Erlen – Wiesenbrücke ""Am Sohleck"" loop from Erlenmatt",Intermediate,5.37 mi,75 ft,75 ft,02:11,2.5 mph
https://www.komoot.com/smarttour/11005646,Wasserkraftwerk Birsfelden – Mittlere Brücke (Basel) loop from Basel Badischer Bahnhof,Intermediate,6.75 mi,200 ft,200 ft,02:48,2.4 mph
https://www.komoot.com/smarttour/2242868,Rathaus Basel – Mittlere Brücke (Basel) loop from Bâle SNCF,Intermediate,4.92 mi,250 ft,250 ft,02:06,2.4 mph
https://www.komoot.com/smarttour/2250375,Mittlere Brücke (Basel) – Dreiländerbrücke loop from Basel Badischer Bahnhof,Intermediate,7.23 mi,125 ft,125 ft,02:58,2.4 mph
https://www.komoot.com/smarttour/15367235,Mittlere Brücke (Basel) – Marktplatz Basel loop from Vorstädte,Easy,3.50 mi,150 ft,150 ft,01:28,2.4 mph
https://www.komoot.com/smarttour/15359277,Mittlere Brücke (Basel) – Rathaus Basel loop from Basel SBB,Easy,2.93 mi,100 ft,100 ft,01:14,2.4 mph
https://www.komoot.com/smarttour/15367857,"Wehranlage St. Alban, Basel – Schleuse Birsfelden loop from Basel Badischer Bahnhof",Intermediate,5.08 mi,125 ft,125 ft,02:06,2.4 mph
https://www.komoot.com/smarttour/15353811,"Wehranlage St. Alban, Basel – Aussicht aufs Basler Münster loop from Wettstein",Easy,3.25 mi,125 ft,125 ft,01:22,2.4 mph
https://www.komoot.com/smarttour/7153048,Aussicht von St. Chrischona – Fernsehturm St. Chrischona loop from Basel Badischer Bahnhof,Expert,11.8 mi,"1,050 ft","1,050 ft",05:14,2.3 mph
https://www.komoot.com/smarttour/15359776,Marktplatz Basel – Mittlere Brücke (Basel) loop from Basel Badischer Bahnhof,Easy,3.68 mi,125 ft,125 ft,01:32,2.4 mph
https://www.komoot.com/smarttour/480384,Münsterplattform (Pfalz) – Unterer Rheinweg loop from St. Johann,Easy,3.78 mi,150 ft,150 ft,01:35,2.4 mph
https://www.komoot.com/smarttour/12213372,Saalhöhe – Wasserflue loop from Pilger,Easy,4.00 mi,450 ft,450 ft,01:49,2.2 mph
https://www.komoot.com/smarttour/12228969,Napf – Stächelegg loop from Riedbad,Intermediate,7.61 mi,"1,900 ft","1,900 ft",04:05,1.9 mph
https://www.komoot.com/smarttour/736301,Napf – Hengst loop from Riedbad,Intermediate,6.58 mi,"1,775 ft","1,800 ft",03:40,1.8 mph
https://www.komoot.com/smarttour/1806010,Stächelegg – Hengst loop from Riedbad,Intermediate,4.27 mi,"1,075 ft","1,075 ft",02:16,1.9 mph
https://www.komoot.com/smarttour/81237,Trachselegg – Napf loop from Riedbad,Intermediate,5.52 mi,"1,825 ft","1,825 ft",03:16,1.7 mph
https://www.komoot.com/smarttour/1125096,Napf – Napf erste Aussicht loop from Riedbad,Intermediate,3.51 mi,"1,275 ft","1,275 ft",02:08,1.6 mph
https://www.komoot.com/smarttour/12229575,Stächelegg – Napf erste Aussicht loop from Riedbad,Intermediate,6.73 mi,"2,200 ft","2,175 ft",04:00,1.7 mph
https://www.komoot.com/smarttour/8030952,Napf erste Aussicht – Trachselegg loop from Riedbad,Intermediate,3.59 mi,"1,325 ft","1,325 ft",02:12,1.6 mph
https://www.komoot.com/smarttour/1808918,Stächelegg – Napf loop from Romoos,Expert,10.5 mi,"1,925 ft","1,925 ft",05:12,2.0 mph
https://www.komoot.com/smarttour/1809357,Im Sonnenlicht – Soppensee Uferweg loop from Ruswil,Easy,1.46 mi,25 ft,25 ft,00:36,2.4 mph
https://www.komoot.com/smarttour/1125093,Napf – Trachselegg loop from Riedbad,Intermediate,4.87 mi,"1,650 ft","1,650 ft",02:55,1.7 mph
https://www.komoot.com/smarttour/4166821,Weiherlandschaft Ostergau loop from Willisau,Intermediate,5.06 mi,550 ft,550 ft,02:18,2.2 mph
https://www.komoot.com/smarttour/1815892,Willisau – Tor von Wilisau loop from Willisau,Intermediate,7.38 mi,725 ft,725 ft,03:18,2.2 mph
https://www.komoot.com/smarttour/1806109,Berggasthof Menzberg loop from Romoos,Intermediate,3.96 mi,925 ft,925 ft,02:04,1.9 mph
https://www.komoot.com/smarttour/560297,Burg Wolhusen loop from Wolhusen,Intermediate,5.33 mi,575 ft,575 ft,02:24,2.2 mph
https://www.komoot.com/smarttour/8031004,Aussichtspunkt Bergbühl – Berggasthof Menzberg loop from Romoos,Intermediate,4.32 mi,"1,025 ft","1,000 ft",02:17,1.9 mph
https://www.komoot.com/smarttour/5477269,Tor von Wilisau – Willisau loop from Willisau,Intermediate,5.10 mi,650 ft,650 ft,02:23,2.1 mph
https://www.komoot.com/smarttour/1808969,Burg Kastelen – Bergruine Kastelen loop from Alberswil,Easy,2.00 mi,375 ft,375 ft,00:59,2.0 mph
https://www.komoot.com/smarttour/12231646,Napf – Napf erste Aussicht loop from Luthern,Expert,14.2 mi,"2,950 ft","2,950 ft",07:19,1.9 mph
https://www.komoot.com/smarttour/5478450,Willisau loop from Hergiswil bei Willisau,Intermediate,7.15 mi,500 ft,500 ft,03:06,2.3 mph
https://www.komoot.com/smarttour/8024098,Grenzstein und Richtplatz – Weiher loop from Strengelbach,Intermediate,6.27 mi,925 ft,925 ft,02:59,2.1 mph
https://www.komoot.com/smarttour/363999,Felsenweg – Hammetschwandlift loop from Ennetbürgen,Intermediate,4.41 mi,975 ft,"1,000 ft",02:30,1.8 mph
https://www.komoot.com/smarttour/5477069,Felsenweg – Hammetschwandlift loop from Stansstad,Intermediate,7.66 mi,"1,400 ft","1,400 ft",03:58,1.9 mph
https://www.komoot.com/smarttour/12228761,🤩Bürgenstock Gipfel ⛰ – Felsenweg loop from Ennetbürgen,Expert,11.0 mi,"3,400 ft","3,400 ft",06:34,1.7 mph
https://www.komoot.com/smarttour/291352,Ausblick vom Felsenweg – Felsenwanderweg loop from Ennetbürgen,Intermediate,6.42 mi,"1,300 ft","1,300 ft",03:16,2.0 mph
https://www.komoot.com/smarttour/1133625,Stanserhornbahn – Schöner Gratweg-Abschnitt loop from Ennetmoos,Expert,6.21 mi,"3,400 ft","3,400 ft",05:46,1.1 mph
https://www.komoot.com/smarttour/361298,Blick in Richtung Luzern – Niederbauen-Chulm loop from Emmetten,Intermediate,3.43 mi,"1,125 ft","1,125 ft",02:23,1.4 mph
https://www.komoot.com/smarttour/87640,Brisen – Brisenhaus loop from Dallenwil,Expert,8.70 mi,"3,850 ft","3,850 ft",06:49,1.3 mph
https://www.komoot.com/smarttour/1825245,Schöner Gratweg-Abschnitt – Aussicht pur loop from Ennetmoos,Expert,8.74 mi,"3,525 ft","3,525 ft",06:26,1.4 mph
https://www.komoot.com/smarttour/364003,Gummenalp – Käserei Lochalpe loop from Lauibach,Intermediate,6.24 mi,"1,350 ft","1,350 ft",03:28,1.8 mph
https://www.komoot.com/smarttour/1807859,Kloster Niederrickenbach – Brisenhaus loop from Dallenwil,Expert,7.92 mi,"3,275 ft","3,275 ft",05:31,1.4 mph
https://www.komoot.com/smarttour/564343,Kloster Niederrickenbach – Buochserhorn loop from Dallenwil,Intermediate,5.39 mi,"2,225 ft","2,225 ft",03:45,1.4 mph
https://www.komoot.com/smarttour/8023104,Pilatusbahn Kulm – Tomlishorn loop from Bergstation Pilatus Kulm,Intermediate,2.05 mi,575 ft,600 ft,01:09,1.8 mph
https://www.komoot.com/smarttour/5477812,Gummenalp – Käserei Lochalpe loop from Wolfenschiessen,Intermediate,5.98 mi,"1,300 ft","1,325 ft",03:18,1.8 mph
https://www.komoot.com/smarttour/5476150,Kapelle – Pilatusbahn Kulm loop from Hergiswil,Expert,5.49 mi,"2,875 ft","2,875 ft",04:51,1.1 mph
https://www.komoot.com/smarttour/564342,Buochserhorn – Musenalp 1775 m ü. M. loop from Dallenwil,Expert,6.36 mi,"2,650 ft","2,650 ft",04:34,1.4 mph
https://www.komoot.com/smarttour/1085438,Blick Richtung Stanserhorn – St. Jost loop from Ennetbürgen,Intermediate,7.10 mi,"1,400 ft","1,400 ft",03:56,1.8 mph
https://www.komoot.com/smarttour/5478062,Kapelle – Vierwaldstättersee view loop from Hergiswil,Expert,6.66 mi,"3,150 ft","3,150 ft",05:28,1.2 mph
https://www.komoot.com/smarttour/12244001,Herrliche Grillstelle – Bergrestaurant Alpstubli loop from Beckenried,Intermediate,5.98 mi,"1,400 ft","1,400 ft",03:18,1.8 mph
https://www.komoot.com/smarttour/12247919,Brisenhaus – Kloster Niederrickenbach loop from Dallenwil,Expert,7.77 mi,"2,750 ft","2,750 ft",05:26,1.4 mph
https://www.komoot.com/smarttour/727486,Aussicht – Arvigrat loop from Lauibach,Expert,4.48 mi,"1,725 ft","1,750 ft",03:16,1.4 mph
https://www.komoot.com/smarttour/162626,Via Val Roseg – Erlebnisweg Val Roseg loop from Pontresina,Intermediate,8.62 mi,850 ft,850 ft,03:52,2.2 mph
https://www.komoot.com/smarttour/4116118,See Cavloc – Lägh da Cavloc loop from Maloja,Intermediate,5.54 mi,575 ft,575 ft,02:36,2.1 mph
https://www.komoot.com/smarttour/725638,Moratsch Station RhB – Gletscher loop from Pontresina,Intermediate,4.66 mi,800 ft,800 ft,02:18,2.0 mph
https://www.komoot.com/smarttour/478170,Rastplatz mit Wildbeobachtung – Trupchuner Talweg loop from S-chanf,Intermediate,8.83 mi,"1,400 ft","1,400 ft",04:51,1.8 mph
https://www.komoot.com/smarttour/12081919,Lägh da Bitabergh – See Cavloc loop from Maloja,Intermediate,7.77 mi,"1,450 ft","1,450 ft",04:23,1.8 mph
https://www.komoot.com/smarttour/12094706,Via Val Roseg – Erlebnisweg Val Roseg loop from Morteratsch,Expert,14.6 mi,"1,075 ft","1,075 ft",06:23,2.3 mph
https://www.komoot.com/smarttour/80075,St. Moritz See – Seeblick Sankt Moritz loop from Sankt Moritz,Easy,3.45 mi,125 ft,125 ft,01:27,2.4 mph
https://www.komoot.com/smarttour/80079,St. Moritz See – Seeblick Sankt Moritz loop from St. Moritz (Standseilbahn),Easy,3.46 mi,325 ft,325 ft,01:33,2.2 mph
https://www.komoot.com/smarttour/12094543,Morteratsch Gletscherbach – Gletscher loop from Morteratsch,Expert,9.05 mi,"2,425 ft","2,425 ft",05:41,1.6 mph
https://www.komoot.com/smarttour/7933122,Segantinihütte – Blick ins Val Roseg loop from Pontresina,Expert,8.62 mi,"2,275 ft","2,275 ft",05:25,1.6 mph
https://www.komoot.com/smarttour/1700013,Blick nach St. Moritz – Superwanderung loop from Muottas Muragl,Intermediate,4.44 mi,"1,025 ft","1,025 ft",02:31,1.8 mph
https://www.komoot.com/smarttour/725629,St. Moritz See – Lej da Staz loop from St. Moritz (Standseilbahn),Intermediate,6.00 mi,500 ft,500 ft,02:39,2.3 mph
https://www.komoot.com/smarttour/5444606,Uferweg am Silvaplanersee – Schloss Crap da Sass loop from Seglias,Intermediate,7.50 mi,550 ft,525 ft,03:16,2.3 mph
https://www.komoot.com/smarttour/355570,Bergstation Furtschellas – Schöne Aussicht auf die Seen loop from Sils Maria,Intermediate,3.74 mi,"1,125 ft","1,100 ft",02:13,1.7 mph
https://www.komoot.com/smarttour/162580,Grevasalvas – Blick über den Silsersee loop from Maloja,Intermediate,8.85 mi,"1,375 ft","1,375 ft",04:36,1.9 mph
https://www.komoot.com/smarttour/5447969,Blick nach St. Moritz – Segantinihütte loop from Muottas Muragl,Expert,8.43 mi,"2,175 ft","2,175 ft",05:16,1.6 mph
https://www.komoot.com/smarttour/12080674,See Cavloc – Blick auf den Malojapass loop from Maloja,Intermediate,6.90 mi,750 ft,775 ft,03:19,2.1 mph
https://www.komoot.com/smarttour/7926622,Val Fex – Alp da Segl loop from Sils Baselgia,Expert,10.9 mi,"1,150 ft","1,150 ft",05:01,2.2 mph
https://www.komoot.com/smarttour/162583,Grevasalvas – Blick über den Silsersee loop from Sils Maria,Intermediate,9.53 mi,"1,550 ft","1,550 ft",04:57,1.9 mph
https://www.komoot.com/smarttour/7927255,Plan Brüsciabräga – Lej da Segl loop from Sils Baselgia,Intermediate,7.59 mi,650 ft,625 ft,03:21,2.3 mph
https://www.komoot.com/smarttour/4186010,Rheinquelle - Lai Da Tuma – SAC Badushütte loop from Oberalppass,Expert,7.29 mi,"2,025 ft","2,025 ft",04:55,1.5 mph
https://www.komoot.com/smarttour/1815697,Pazolastock – Rheinquelle - Lai Da Tuma loop from Oberalppass,Expert,6.61 mi,"2,475 ft","2,475 ft",05:08,1.3 mph
https://www.komoot.com/smarttour/1815736,See am Oberalppass – Rheinquelle - Lai Da Tuma loop from Oberalppass,Expert,5.54 mi,"1,525 ft","1,525 ft",03:48,1.5 mph
https://www.komoot.com/smarttour/8049777,Blick auf die Rütliwiese – Wegkreuz mit Aussicht loop from Seelisberg,Intermediate,6.37 mi,"1,375 ft","1,375 ft",03:24,1.9 mph
https://www.komoot.com/smarttour/357726,Stausee Göschener Alp – Göscheneralpsee-rundwanderung loop from Realp,Intermediate,7.00 mi,"2,175 ft","2,175 ft",04:58,1.4 mph
https://www.komoot.com/smarttour/12256367,Rheinquelle - Lai Da Tuma – Maighelshütte loop from Oberalppass,Expert,7.51 mi,"1,825 ft","1,825 ft",04:39,1.6 mph
https://www.komoot.com/smarttour/8056785,Göscheneralpsee-rundwanderung – Stausee Göschener Alp loop from Guttannen,Expert,6.29 mi,"1,625 ft","1,625 ft",04:17,1.5 mph
https://www.komoot.com/smarttour/1085430,Wegkreuz mit Aussicht – Urner See loop from Seelisberg,Intermediate,5.35 mi,"1,350 ft","1,375 ft",02:57,1.8 mph
https://www.komoot.com/smarttour/1816706,Sunniggrat hütte – Leutschachütte loop from Amsteg,Expert,8.24 mi,"3,100 ft","3,100 ft",06:35,1.3 mph
https://www.komoot.com/smarttour/210293,Windgällenhütte – Hotel Maderanertal loop from Amsteg,Expert,11.6 mi,"4,050 ft","4,050 ft",07:44,1.5 mph
https://www.komoot.com/smarttour/1815511,Arnisee – Sunniggrat hütte loop from Amsteg,Expert,5.83 mi,"2,475 ft","2,475 ft",04:37,1.3 mph
https://www.komoot.com/smarttour/210295,Windgällenhütte – Panorama Golzernsee loop from Amsteg,Intermediate,5.33 mi,"2,250 ft","2,275 ft",04:12,1.3 mph
https://www.komoot.com/smarttour/1816483,Stausee Göschener Alp – Panorama-Weg loop from Realp,Intermediate,6.27 mi,"2,050 ft","2,050 ft",04:29,1.4 mph
https://www.komoot.com/smarttour/1815528,Sunniggrat hütte – Arnisee loop from Amsteg,Intermediate,5.55 mi,"2,325 ft","2,325 ft",04:23,1.3 mph
https://www.komoot.com/smarttour/420322,Lidernenhütte – Spilauersee loop from Riemenstalden,Expert,5.06 mi,"1,475 ft","1,525 ft",03:23,1.5 mph
https://www.komoot.com/smarttour/728137,Glattalpsee – Glattalphütte loop from Bisisthal,Expert,9.90 mi,"2,775 ft","2,775 ft",05:37,1.8 mph
https://www.komoot.com/smarttour/861770,Golzersee – Seilbahn Golzern loop from Amsteg,Expert,9.68 mi,"2,475 ft","2,450 ft",05:27,1.8 mph
https://www.komoot.com/smarttour/732362,Chaiserstock – Lidernenhütte loop from Riemenstalden,Expert,9.08 mi,"4,625 ft","4,625 ft",07:41,1.2 mph
https://www.komoot.com/smarttour/12255434,See am Oberalppass – Leuchtturm Oberalppass loop from Oberalppass,Expert,5.37 mi,"1,050 ft","1,050 ft",03:03,1.8 mph
https://www.komoot.com/smarttour/8049559,Aussichtpunkt – Atemberaubende Berglandschaft loop from Flüelen,Intermediate,5.36 mi,650 ft,650 ft,02:28,2.2 mph
https://www.komoot.com/smarttour/286057,Schlucht beim Lukmanierpass – Quelle des Brenno loop from Osco,Intermediate,8.27 mi,"1,350 ft","1,350 ft",04:09,2.0 mph
https://www.komoot.com/smarttour/7903646,Hochebene zum Lukmanier – Quelle des Brenno loop from Osco,Expert,10.2 mi,"2,100 ft","2,100 ft",05:41,1.8 mph
https://www.komoot.com/smarttour/239272,Quelle des Brenno – Schlucht beim Lukmanierpass loop from Osco,Intermediate,7.80 mi,"1,300 ft","1,325 ft",03:59,2.0 mph
https://www.komoot.com/smarttour/65135,Lukmanierpass – kleine Hängebrücke loop from Osco,Intermediate,5.74 mi,425 ft,425 ft,02:31,2.3 mph
https://www.komoot.com/smarttour/355842,Sehr schöne Hochebene – Passo delle Colombe loop from Osco,Expert,9.23 mi,"2,575 ft","2,575 ft",06:12,1.5 mph
https://www.komoot.com/smarttour/8055429,Plaun la Greina (Ausblick) – Passo della Greina loop from Campo (Blenio),Expert,9.76 mi,"1,675 ft","1,675 ft",05:59,1.6 mph
https://www.komoot.com/smarttour/1122550,Croce Portera – Grotto Dötra loop from Olivone,Intermediate,8.44 mi,"1,700 ft","1,700 ft",04:31,1.9 mph
https://www.komoot.com/smarttour/5438394,Pfarrkirche S. Maria Assunta – Burgruine loop from Ludiano,Intermediate,4.09 mi,"1,350 ft","1,350 ft",02:28,1.7 mph
https://www.komoot.com/smarttour/12055471,Great spot with an old tree – Hochebene zum Lukmanier loop from Osco,Intermediate,3.81 mi,625 ft,625 ft,02:06,1.8 mph
https://www.komoot.com/smarttour/1799555,Burgruine – Pfarrkirche S. Maria Assunta loop from Semione,Intermediate,3.90 mi,"1,275 ft","1,275 ft",02:19,1.7 mph
https://www.komoot.com/smarttour/1799389,Hochebene zum Lukmanier – Sehr schöne Hochebene loop from Osco,Intermediate,3.77 mi,625 ft,625 ft,02:06,1.8 mph
https://www.komoot.com/smarttour/5501078,Luzzonesee – Capanna Motterascio loop from Aquila,Expert,10.0 mi,"2,700 ft","2,700 ft",06:45,1.5 mph
https://www.komoot.com/smarttour/7903541,Croce Portera – Grotto Dötra loop from Osco,Intermediate,7.68 mi,"1,650 ft","1,650 ft",04:12,1.8 mph
https://www.komoot.com/smarttour/5438586,Luzzonesee – Bacino de Carassino loop from Aquila,Expert,12.1 mi,"1,925 ft","1,925 ft",05:48,2.1 mph
https://www.komoot.com/smarttour/12254034,Passo della Greina – Plein la Greina loop from Campo (Blenio),Expert,9.69 mi,"1,875 ft","1,875 ft",06:10,1.6 mph
https://www.komoot.com/smarttour/1799577,Sass Malt – Capanna di Prou loop from Ludiano,Intermediate,5.78 mi,"2,100 ft","2,100 ft",04:19,1.3 mph
https://www.komoot.com/smarttour/355843,Luzzonesee – Olivone loop from Aquila,Expert,9.55 mi,"2,950 ft","2,950 ft",06:01,1.6 mph
https://www.komoot.com/smarttour/12055675,Cima Di Gorda loop from Olivone,Expert,10.3 mi,"3,250 ft","3,250 ft",06:27,1.6 mph
https://www.komoot.com/smarttour/63830,Reichenbachfallbahn – Sherlock Holmes' Absturzstelle loop from Aareschlucht Ost,Intermediate,6.55 mi,"1,475 ft","1,450 ft",03:31,1.9 mph
https://www.komoot.com/smarttour/357694,Meiringen – Sherlock Holmes Absturzstelle loop from Meiringen,Intermediate,7.83 mi,"1,250 ft","1,250 ft",03:52,2.0 mph
https://www.komoot.com/smarttour/12213358,Reichenbachfall – Reichenbachfallbahn loop from Unterwasser,Intermediate,8.36 mi,"1,275 ft","1,275 ft",04:02,2.1 mph
https://www.komoot.com/smarttour/286107,Triftbrücke – Windegghütte SAC loop from Fuhren,Intermediate,4.37 mi,"2,000 ft","2,000 ft",03:40,1.2 mph
https://www.komoot.com/smarttour/8073681,Rastplatz – Ausblick Hohenstein loop from Uitikon Waldegg,Intermediate,7.65 mi,"1,350 ft","1,350 ft",03:44,2.1 mph
https://www.komoot.com/smarttour/12271729,Uto-Kulm – Aussichtsplatform Uetliberg loop from Uitikon Waldegg,Intermediate,4.91 mi,800 ft,800 ft,02:21,2.1 mph
https://www.komoot.com/smarttour/12279331,Sonne (Start Planetenweg) – Hügelgrab loop from Waldegg,Intermediate,4.23 mi,750 ft,750 ft,02:03,2.1 mph
https://www.komoot.com/smarttour/1843410,Rundum grün und Wasser – Hönggerwehr loop from Schlieren,Intermediate,9.64 mi,150 ft,150 ft,03:57,2.4 mph
https://www.komoot.com/smarttour/12267976,Aussichtsplatform Uetliberg – Uto-Kulm loop from Uitikon Waldegg,Intermediate,4.18 mi,775 ft,775 ft,02:03,2.0 mph
https://www.komoot.com/smarttour/5511946,Aussicht auf den Üetliberg – Aussichtspunkt loop from Uitikon Waldegg,Expert,15.4 mi,"2,075 ft","2,075 ft",07:18,2.1 mph
https://www.komoot.com/smarttour/8068067,Uto-Kulm – Aussichtsplatform Uetliberg loop from Waldegg,Easy,3.31 mi,725 ft,725 ft,01:41,2.0 mph
https://www.komoot.com/smarttour/12270463,Aussichtsplatform Uetliberg – Uto-Kulm loop from Uitikon,Intermediate,7.39 mi,"1,225 ft","1,225 ft",03:39,2.0 mph
https://www.komoot.com/smarttour/4175850,Aussichtturm Altberg – Naturfreundehütte Altberg loop from Weiningen,Intermediate,5.14 mi,775 ft,775 ft,02:26,2.1 mph
https://www.komoot.com/smarttour/1829022,Ausblick Hohenstein loop from Uitikon Waldegg,Easy,3.42 mi,500 ft,500 ft,01:37,2.1 mph
https://www.komoot.com/smarttour/1830965,Limmatweg – Kloster Fahr loop from Schlieren,Easy,3.99 mi,50 ft,50 ft,01:38,2.5 mph
https://www.komoot.com/smarttour/4191692,Kloster Fahr – Limmatweg loop from Glanzenberg,Easy,4.90 mi,50 ft,50 ft,02:00,2.5 mph
https://www.komoot.com/smarttour/12273789,Planetenweg – Water fountaion loop from Waldegg,Intermediate,4.26 mi,950 ft,950 ft,02:17,1.9 mph
https://www.komoot.com/smarttour/1835307,Baden in der Limmat loop from Oetwil,Easy,4.77 mi,125 ft,125 ft,01:59,2.4 mph
https://www.komoot.com/smarttour/12241062,Aussichtturm Altberg loop from Dällikon,Easy,3.80 mi,325 ft,325 ft,01:40,2.3 mph
https://www.komoot.com/smarttour/4174626,Limmatkanal loop from Dietikon,Intermediate,4.94 mi,75 ft,75 ft,02:02,2.4 mph
https://www.komoot.com/smarttour/5492890,Limmatkanal loop from Geroldswil,Easy,4.33 mi,75 ft,75 ft,01:47,2.4 mph
https://www.komoot.com/smarttour/1814941,Limmat Imbiss Geheimtipp – Kloster Fahr loop from Schlieren,Easy,2.79 mi,25 ft,25 ft,01:08,2.5 mph
https://www.komoot.com/smarttour/5491500,Naturfreundehütte Altberg – Aussichtturm Altberg loop from Weiningen,Intermediate,7.50 mi,950 ft,950 ft,03:29,2.2 mph
