source,title,distance,elevation_up,elevation_down,duration,difficulty,fitness,link,dups
sac,Von Ulmi (Parkplatz bei P. 1195),3.32,900.0,0.0,02:30:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salbithuette-sac-2147000229/mountain-hiking/von-ulmi-parkplatz-bei-p-1195-285/,"[('Von Ulmi (Parkplatz bei P. 1195)', 100.0, 4282)]"
sac,Von Wassen über Rohr und die Bandlücke,11.17,1600.0,0.0,06:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salbithuette-sac-2147000229/mountain-hiking/von-wassen-ueber-rohr-und-die-bandluecke-349/,"[('Von Wassen über Rohr und die Bandlücke', 100.0, 4283)]"
sac,Von Sumvitg durch das Val Russein,8.36,1700.0,0.0,06:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/mountain-hiking/von-sumvitg-durch-das-val-russein-369/,"[('Von Sumvitg durch das Val Russein', 100.0, 4284)]"
sac,From Bristen or Hinterbalmhütte (Normal route),5.52,1820.0,0.0,07:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/mountain-hiking/from-bristen-or-hinterbalmhuette-367/,"[('From Bristen or Hinterbalmhütte (Normal route)', 100.0, 4285)]"
sac,"Von Disentis (Caischavedra, Bergstation) über den Brunnipass",2.92,950.0,0.0,03:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/mountain-hiking/von-disentis-caischavedra-bergstation-ueber-den-brunnipass-368/,"[('Von Disentis (Caischavedra, Bergstation) über den Brunnipass', 100.0, 4286)]"
sac,S-Grat (Normal route),4.77,950.0,0.0,02:45:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sparrhorn-sparrhoru-1836/mountain-hiking/s-grat-2209/,"[('S-Grat (Normal route)', 100.0, 3879), ('S-Grat (Normal route)', 100.0, 4287), ('SW-Grat (Normal route)', 97.5609756097561, 3871)]"
sac,From Zervreila via Läntatal (Normal route),10.3,430.0,0.0,02:45:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/laenta-huette-sac-2147000147/mountain-hiking/from-zervreila-via-laentatal-204/,"[('From Zervreila via Läntatal (Normal route)', 100.0, 4288)]"
sac,Von St. Jakob im Grosstal (Normal route),7.65,1350.0,0.0,03:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gitschenhoerelihuette-2147000115/mountain-hiking/von-st-jakob-im-grosstal-1225/,"[('Von St. Jakob im Grosstal (Normal route)', 100.0, 4289)]"
sac,From Passo del Maloja (Normal route),5.76,860.0,0.0,04:15:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-del-forno-cas-2147000100/mountain-hiking/from-passo-del-maloja-19/,"[('From Passo del Maloja (Normal route)', 100.0, 4290)]"
sac,From Chants (Bergün) (Normal route),4.4,800.0,0.0,02:30:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/kesch-huette-sac-2147000140/mountain-hiking/from-chants-berguen-199/,"[('From Chants (Bergün) (Normal route)', 100.0, 4291)]"
sac,Vom Furkapass (Galenbödmen) (Normal route),3.08,300.0,0.0,01:00:00,medium,easy,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sidelenhuette-2147000248/mountain-hiking/vom-furkapass-galenboedmen-1268/,"[('Vom Furkapass (Galenbödmen) (Normal route)', 100.0, 4292)]"
sac,Von der Furkapassstrasse (Parkplatz Sidelenbach),1.69,430.0,0.0,01:00:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/sidelenhuette-2147000248/mountain-hiking/von-der-furkapassstrasse-parkplatz-sidelenbach-1269/,"[('Von der Furkapassstrasse (Parkplatz Sidelenbach)', 100.0, 4293)]"
sac,From Göscheneralp (Normal route),7.28,740.0,0.0,03:00:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chelenalphuette-sac-2147000062/mountain-hiking/from-goescheneralp-275/,"[('From Göscheneralp (Normal route)', 100.0, 4097), ('From Göscheneralp (Normal route)', 100.0, 4294)]"
sac,From Engelberg via Ober Stäfeli and Gorisegg (Normal route),1.33,1590.0,0.0,04:45:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grassenbiwak-sac-2147000120/mountain-hiking/from-engelberg-via-ober-staefeli-and-gorisegg-355/,"[('From Engelberg via Ober Stäfeli and Gorisegg (Normal route)', 100.0, 4295)]"
sac,Von der Belalp (Normal route),6.92,950.0,0.0,03:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fusshornbiwak-2147000103/mountain-hiking/von-der-belalp-402/,"[('Von der Belalp (Normal route)', 100.0, 4296)]"
sac,From Adelboden (Normal route),3.83,980.0,0.0,03:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/lohnerhuette-sac-2147000157/mountain-hiking/from-adelboden-457/,"[('From Adelboden (Normal route)', 100.0, 4297)]"
sac,From Engstligenalp,2.97,740.0,0.0,03:30:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/lohnerhuette-sac-2147000157/mountain-hiking/from-engstligenalp-458/,"[('From Engstligenalp', 100.0, 4298)]"
sac,From Eggenschwand (Kandersteg) through Gasteretal (Normal route),4.18,820.0,0.0,01:30:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/balmhornhuette-sac-2147000024/mountain-hiking/from-eggenschwand-kandersteg-through-gasteretal-468/,"[('From Eggenschwand (Kandersteg) through Gasteretal (Normal route)', 100.0, 4299)]"
sac,From Belalp (Normal route),9.86,970.0,0.0,04:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/oberaletschhuette-sac-2147000193/mountain-hiking/from-belalp-393/,"[('From Belalp (Normal route)', 100.0, 4300)]"
sac,Lenk - Iffigenalp - Wildhornhütte SAC (Normal route),8.76,1200.0,0.0,05:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildhornhuette-sac-2147000293/mountain-hiking/lenk-iffigenalp-wildhornhuette-sac-460/,"[('Lenk - Iffigenalp - Wildhornhütte SAC (Normal route)', 100.0, 4301)]"
sac,Betelberg - Stübleni - Tungelpass,9.17,650.0,0.0,03:00:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildhornhuette-sac-2147000293/mountain-hiking/betelberg-stuebleni-tungelpass-461/,"[('Betelberg - Stübleni - Tungelpass', 100.0, 4302)]"
sac,Von Lauenen über Chüetungel und den Hängstesprung,7.53,1120.0,0.0,03:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wildhornhuette-sac-2147000293/mountain-hiking/von-lauenen-ueber-chueetungel-und-den-haengstesprung-462/,"[('Von Lauenen über Chüetungel und den Hängstesprung', 100.0, 4303)]"
sac,Von Dagro (Normal route),10.35,850.0,0.0,03:45:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-quarnei-2147000214/mountain-hiking/von-dagro-2129/,"[('Von Dagro (Normal route)', 100.0, 4304)]"
sac,From Dalpe (Normal route),6.74,970.0,0.0,03:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-campo-tencia-cas-2147000055/mountain-hiking/from-dalpe-2142/,"[('From Dalpe (Normal route)', 100.0, 4305)]"
sac,Vom Lago Tremorgio und der Capanna Leit,7.04,790.0,0.0,03:30:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-campo-tencia-cas-2147000055/mountain-hiking/vom-lago-tremorgio-und-der-capanna-leit-2144/,"[('Vom Lago Tremorgio und der Capanna Leit', 100.0, 4306)]"
sac,Von der Seilbahn Vergeletto – Salei,0.33,10.0,0.0,00:05:00,easy,easy,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-salei-2147000231/mountain-hiking/von-der-seilbahn-vergeletto-salei-2146/,"[('Von der Seilbahn Vergeletto – Salei', 100.0, 4307)]"
sac,Von Comologno (Normal route),3.48,700.0,0.0,02:00:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-salei-2147000231/mountain-hiking/von-comologno-2147/,"[('Von Comologno (Normal route)', 100.0, 4308)]"
sac,From Biborgh via Alpe di Cava (Normal route),4.75,850.0,0.0,02:45:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cava-2147000058/mountain-hiking/from-biborgh-via-alpe-di-cava-1761/,"[('From Biborgh via Alpe di Cava (Normal route)', 100.0, 4309)]"
sac,Von Biasca über die Forcarella di Lago (Normal route),8.78,2020.0,0.0,06:15:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cava-2147000058/mountain-hiking/von-biasca-ueber-die-forcarella-di-lago-1762/,"[('Von Biasca über die Forcarella di Lago (Normal route)', 100.0, 4310)]"
sac,From Capanna Brogoldone to Capanna Cava,4.59,1200.0,0.0,07:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-cava-2147000058/mountain-hiking/from-capanna-brogoldone-to-capanna-cava-900/,"[('From Capanna Brogoldone to Capanna Cava', 100.0, 4311)]"
sac,From the Nufenenpass road via Alp Corno (Normal route),1.67,330.0,0.0,01:00:00,medium,easy,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-corno-gries-cas-2147000068/mountain-hiking/from-the-nufenenpass-road-via-alp-corno-568/,"[('From the Nufenenpass road via Alp Corno (Normal route)', 100.0, 4312)]"
sac,Traverse from Dagro to Capanna Quarnei (Normal route),2.41,1550.0,0.0,07:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cima-di-gana-bianca-739/mountain-hiking/traverse-from-dagro-to-capanna-quarnei-901/,"[('Traverse from Dagro to Capanna Quarnei (Normal route)', 100.0, 4313)]"
sac,From Trun (Normal route),3.72,1400.0,0.0,04:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-punteglias-cas-2147000213/mountain-hiking/from-trun-384/,"[('From Trun (Normal route)', 100.0, 4314)]"
sac,From Klöntal via Chäseren (Normal route),4.83,1140.0,0.0,03:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/glaernischhuette-sac-2147000116/mountain-hiking/from-kloental-via-chaeseren-406/,"[('From Klöntal via Chäseren (Normal route)', 100.0, 4315)]"
sac,From Büelstafel to Obererbs (Normal route),2.78,445.0,445.0,02:00:00,easy,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/skihuette-obererbs-2147303909/mountain-hiking/from-bueelstafel-to-obererbs-1588/,"[('From Büelstafel to Obererbs (Normal route)', 100.0, 4316)]"
sac,From Chironico via Cala (Normal route),7.56,1230.0,0.0,03:45:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rifugio-alpe-sponda-2147000257/mountain-hiking/from-chironico-via-cala-1757/,"[('From Chironico via Cala (Normal route)', 100.0, 4317)]"
sac,From Campo Blenio (Normal route),5.34,670.0,0.0,02:15:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-bovarina-2147000043/mountain-hiking/from-campo-blenio-1713/,"[('From Campo Blenio (Normal route)', 100.0, 4318)]"
sac,Vom Lukmanierpass,8.37,560.0,0.0,02:30:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-bovarina-2147000043/mountain-hiking/vom-lukmanierpass-1715/,"[('Vom Lukmanierpass', 100.0, 4319)]"
sac,From Capanna Scaletta on the «Sentiero degli stambecchi» to Capanna Bovarina,2.21,860.0,0.0,05:15:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-bovarina-2147000043/mountain-hiking/from-capanna-scaletta-on-the-sentiero-degli-stambecchi-to-capanna-bovarina-906/,"[('From Capanna Scaletta on the «Sentiero degli stambecchi» to Capanna Bovarina', 100.0, 4320)]"
sac,From Monti di Saurù (Normal route),2.54,600.0,0.0,01:30:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-brogoldone-2147000047/mountain-hiking/from-monti-di-sauru-1686/,"[('From Monti di Saurù (Normal route)', 100.0, 4321)]"
sac,Von Landarenca,9.91,1170.0,0.0,04:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-brogoldone-2147000047/mountain-hiking/von-landarenca-1687/,"[('Von Landarenca', 100.0, 3797), ('Von Landarenca', 100.0, 4322)]"
sac,From Ghirone through Val Camadra (Normal route),8.51,1050.0,0.0,03:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/capanna-scaletta-sat-2147000236/mountain-hiking/from-ghirone-through-val-camadra-1720/,"[('From Ghirone through Val Camadra (Normal route)', 100.0, 4323)]"
sac,Traverse of Fluebrig from south to north,5.6,1200.0,1240.0,06:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/diethelm-500/mountain-hiking/traverse-of-fluebrig-from-south-to-north-821/,"[('Traverse of Fluebrig from south to north', 100.0, 4324)]"
sac,Molare - Pizzo Molare – Carì,4.12,1360.0,1230.0,06:15:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-molare-1187/mountain-hiking/molare-pizzo-molare-cari-1022/,"[('Molare - Pizzo Molare – Carì', 100.0, 4325)]"
sac,South face (from Geisspfadsee) (Normal route),5.87,1430.0,1560.0,08:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grosses-schinhorn-1714/mountain-hiking/south-face-from-geisspfadsee-928/,"[('South face (from Geisspfadsee) (Normal route)', 100.0, 4326)]"
sac,South-west ridge,8.36,1420.0,1420.0,07:45:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-straciugo-1894/mountain-hiking/south-west-ridge-935/,"[('South-west ridge', 100.0, 4327)]"
sac,West ridge (from Gspon via Simelihorn),3.56,1420.0,1420.0,08:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mattwaldhorn-1142/mountain-hiking/west-ridge-from-gspon-via-simelihorn-936/,"[('West ridge (from Gspon via Simelihorn)', 100.0, 4328)]"
sac,From Tällilücke and over the west ridge (Normal route),3.81,760.0,760.0,06:00:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gross-muttenhorn-1258/mountain-hiking/from-taelliluecke-and-over-the-west-ridge-866/,"[('From Tällilücke and over the west ridge (Normal route)', 100.0, 4329)]"
sac,Traverse north ridge–west ridge,9.45,710.0,710.0,04:00:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tochuhorn-1982/mountain-hiking/traverse-north-ridge-west-ridge-930/,"[('Traverse north ridge–west ridge', 100.0, 4330)]"
sac,Traverse Eggerhorn – Grosses Fülhorn – Holzjihorn (Normal route),6.01,1720.0,1720.0,09:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/eggerhorn-545/mountain-hiking/traverse-eggerhorn-grosses-fuelhorn-holzjihorn-925/,"[('Traverse Eggerhorn – Grosses Fülhorn – Holzjihorn (Normal route)', 100.0, 4331)]"
sac,South-west ridge (from Mittlebärgpass) (Normal route),4.63,1410.0,1410.0,08:45:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hohsandhorn-931/mountain-hiking/south-west-ridge-from-mittlebaergpass-927/,"[('South-west ridge (from Mittlebärgpass) (Normal route)', 100.0, 4332)]"
sac,Traverse north-south,4.08,1130.0,1380.0,06:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wenghorn-2199/mountain-hiking/traverse-north-south-931/,"[('Traverse north-south', 100.0, 4333)]"
sac,From Bergstation Underi Trift (cable car station) (Normal route),2.9,1270.0,0.0,04:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/trifthuette-sac-2147000277/mountain-hiking/from-bergstation-underi-trift-cable-car-station-277/,"[('From Bergstation Underi Trift (cable car station) (Normal route)', 100.0, 4334)]"
sac,Starting from the Räterichsboden Dam (Normal route),4.17,620.0,0.0,02:15:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/baechlitalhuette-sac-2147000021/mountain-hiking/starting-from-the-raeterichsboden-dam-482/,"[('Starting from the Räterichsboden Dam (Normal route)', 100.0, 4335)]"
sac,From Urbachtal,4.07,1850.0,0.0,06:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dossenhuette-sac-2147000082/mountain-hiking/from-urbachtal-486/,"[('From Urbachtal', 100.0, 4336)]"
sac,From Rosenlaui (Normal route),1.55,1360.0,0.0,04:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/dossenhuette-sac-2147000082/mountain-hiking/from-rosenlaui-484/,"[('From Rosenlaui (Normal route)', 100.0, 4337), ('From Rosenlaui (Normal route)', 100.0, 4340)]"
sac,From Eigergletscher Station (Normal route),0.73,700.0,0.0,02:30:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/guggihuette-sac-2147000128/mountain-hiking/from-eigergletscher-station-478/,"[('From Eigergletscher Station (Normal route)', 100.0, 4338)]"
sac,From Pfingstegg / Grindelwald (Normal route),2.67,1380.0,0.0,04:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schreckhornhuette-sac-2147000243/mountain-hiking/from-pfingstegg-grindelwald-480/,"[('From Pfingstegg / Grindelwald (Normal route)', 100.0, 4339)]"
sac,From Rosenlaui (Normal route),1.53,980.0,0.0,03:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rosenlauibiwak-sac-2147000220/mountain-hiking/from-rosenlaui-1493/,"[('From Rosenlaui (Normal route)', 100.0, 4337), ('From Rosenlaui (Normal route)', 100.0, 4340)]"
sac,Von der Handegg (Normal route),4.09,1150.0,0.0,03:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gruebenhuette-aacbs-2147000125/mountain-hiking/von-der-handegg-1382/,"[('Von der Handegg (Normal route)', 100.0, 4341)]"
sac,From Summerloch or the Grimselhospiz. (Normal route),10.7,950.0,0.0,04:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/lauteraarhuette-sac-2147000148/mountain-hiking/from-summerloch-or-the-grimselhospiz-488/,"[('From Summerloch or the Grimselhospiz. (Normal route)', 100.0, 4342)]"
sac,von Stechelberg (Normal route),7.35,1370.0,0.0,03:00:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schmadrihuette-aacb-2147000240/mountain-hiking/von-stechelberg-479/,"[('von Stechelberg (Normal route)', 100.0, 4343)]"
sac,Traverse east face – north ridge (Normal route),3.72,950.0,950.0,05:15:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-blanch-6133/mountain-hiking/traverse-east-face-north-ridge-836/,"[('Traverse east face – north ridge (Normal route)', 100.0, 4344)]"
sac,South-east ridge (Normal route),5.05,1430.0,1650.0,07:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-cotschen-3417/mountain-hiking/south-east-ridge-851/,"[('South-east ridge (Normal route)', 100.0, 4345), ('South-east ridge (Normal route)', 100.0, 4349)]"
sac,West ridge (Normal route),3.1,880.0,880.0,05:00:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/corn-da-muerasciola-1238/mountain-hiking/west-ridge-838/,"[('West ridge (Normal route)', 100.0, 4346)]"
sac,North ridge (From Casaccia to Vicosoprano) (Normal route),7.85,1210.0,1600.0,06:15:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-cam-275/mountain-hiking/north-ridge-from-casaccia-to-vicosoprano-691/,"[('North ridge (From Casaccia to Vicosoprano) (Normal route)', 100.0, 4347)]"
sac,South-west face and west ridge (Normal route),1.39,1000.0,960.0,05:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-minor-1168/mountain-hiking/south-west-face-and-west-ridge-837/,"[('South-west face and west ridge (Normal route)', 100.0, 4348)]"
sac,South-east ridge (Normal route),6.12,1620.0,1620.0,08:15:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/cima-da-li-gandi-rossi-743/mountain-hiking/south-east-ridge-839/,"[('South-east ridge (Normal route)', 100.0, 4345), ('South-east ridge (Normal route)', 100.0, 4349)]"
sac,North-east ridge,5.48,1480.0,1480.0,07:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-durezza-2091/mountain-hiking/north-east-ridge-847/,"[('North-east ridge', 100.0, 4350)]"
sac,North ridge (Normal route),5.61,1130.0,1130.0,07:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/piz-amalia-7832/mountain-hiking/north-ridge-844/,"[('North ridge (Normal route)', 100.0, 4073), ('North ridge (Normal route)', 100.0, 4351), ('On the north ridge (Normal route)', 95.0, 4062)]"
sac,From Soglio on the east face (Normal route),6.26,2030.0,2030.0,09:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizz-gallagiun-729/mountain-hiking/from-soglio-on-the-east-face-685/,"[('From Soglio on the east face (Normal route)', 100.0, 4352)]"
sac,Traverse west–east (Normal route),3.48,820.0,820.0,04:45:00,difficult,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/buerkelkopf-263/mountain-hiking/traverse-west-east-858/,"[('Traverse west–east (Normal route)', 100.0, 4353)]"
sac,From Chüenzentennlen (Normal route),5.12,890.0,0.0,03:00:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gelmerhuette-sac-2147000112/mountain-hiking/from-chueenzentennlen-280/,"[('From Chüenzentennlen (Normal route)', 100.0, 4354)]"
sac,From Gelmerbahn’s summit station,3.0,590.0,0.0,02:00:00,medium,medium,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/gelmerhuette-sac-2147000112/mountain-hiking/from-gelmerbahns-summit-station-281/,"[('From Gelmerbahn’s summit station', 100.0, 4355)]"
sac,La Sauge – Mont Vully – Praz – Sugiez,3.88,240.0,240.0,02:45:00,medium,easy,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/mont-vully-wistenlacher-berg-8212/mountain-hiking/la-sauge-mont-vully-praz-sugiez-1843/,"[('La Sauge – Mont Vully – Praz – Sugiez', 100.0, 4356)]"
sac,From Saas-Almagell via Almagelleralp (Normal route),3.47,1220.0,0.0,03:30:00,medium,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/almagellerhuette-sac-2147000008/mountain-hiking/from-saas-almagell-via-almagelleralp-562/,"[('From Saas-Almagell via Almagelleralp (Normal route)', 100.0, 4357)]"
sac,From Hotel Steingletscher (Normal route),2.58,940.0,0.0,03:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tierberglihuette-sac-2147000269/mountain-hiking/from-hotel-steingletscher-276/,"[('From Hotel Steingletscher (Normal route)', 100.0, 4358)]"
sac,From Capanna Cristallina to All'Acqua,0.79,300.0,1260.0,03:45:00,difficult,easy,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/poncione-val-piana-7854/mountain-hiking/from-capanna-cristallina-to-allacqua-912/,"[(""From Capanna Cristallina to All'Acqua"", 100.0, 4359)]"
sac,Traverse from Pesciüm to Ossasco,2.63,1350.0,1780.0,07:30:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/poncione-di-vespero-2152/mountain-hiking/traverse-from-pesciuem-to-ossasco-915/,"[('Traverse from Pesciüm to Ossasco', 100.0, 4360)]"
sac,Traverse from east to south-west,4.55,1000.0,1000.0,05:45:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-centrale-330/mountain-hiking/traverse-from-east-to-south-west-909/,"[('Traverse from east to south-west', 100.0, 4361)]"
sac,Traverse from Capanna Campo Tencia to Rifugio Alpe Sponda (Normal route),3.96,920.0,1060.0,05:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pizzo-forno-667/mountain-hiking/traverse-from-capanna-campo-tencia-to-rifugio-alpe-sponda-918/,"[('Traverse from Capanna Campo Tencia to Rifugio Alpe Sponda (Normal route)', 100.0, 4362)]"
sac,Traverse from Schächental to the Lidernenhütte (Normal route),2.6,1000.0,910.0,05:00:00,difficult,difficult,https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chaiserstock-lidernen-331/mountain-hiking/traverse-from-schaechental-to-the-lidernenhuette-815/,"[('Traverse from Schächental to the Lidernenhütte (Normal route)', 100.0, 4363)]"
schweizmobil,Sentier du Rhône,20.0,460.0,480.0,05:24:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-101,"[('Sentier du Rhône', 100.0, 4364)]"
schweizmobil,Far West du canton de Genève,11.0,280.0,280.0,03:00:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-102,"[('Far West du canton de Genève', 100.0, 4365)]"
schweizmobil,Rive Droite,19.0,380.0,460.0,05:00:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-103,"[('Rive Droite', 100.0, 4366)]"
schweizmobil,Au fil de la Versoix,10.0,120.0,200.0,02:25:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-104,"[('Au fil de la Versoix', 100.0, 4367)]"
schweizmobil,Entre Arve et Lac,18.0,240.0,190.0,04:24:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-105,"[('Entre Arve et Lac', 100.0, 4368)]"
schweizmobil,Chemin des Gorges de Covatannaz,7.0,60.0,500.0,01:50:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-107,"[('Chemin des Gorges de Covatannaz', 100.0, 4369)]"
schweizmobil,Tour de La Palette,8.0,560.0,420.0,02:49:00,medium,medium,https://schweizmobil.ch/de/wanderland/route-109,"[('Tour de La Palette', 100.0, 4370)]"
schweizmobil,Terrasses de Lavaux,11.0,440.0,420.0,03:15:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-113,"[('Terrasses de Lavaux', 100.0, 4371)]"
schweizmobil,Sentier des Toblerones,18.0,160.0,520.0,04:30:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-114,"[('Sentier des Toblerones', 100.0, 4372)]"
schweizmobil,Chemin de La Dôle,15.0,880.0,700.0,05:00:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-116,"[('Chemin de La Dôle', 100.0, 4373)]"
schweizmobil,Chemin de la Dent de Vaulion,10.0,440.0,440.0,03:00:00,easy,easy,https://schweizmobil.ch/de/wanderland/route-117,"[('Chemin de la Dent de Vaulion', 100.0, 4374)]"
schweizmobil,Chemin des pyramides de Gypse,12.0,560.0,560.0,03:40:00,medium,medium,https://schweizmobil.ch/de/wanderland/route-120,"[('Chemin des pyramides de Gypse', 100.0, 4375)]"
schweizmobil,Tour de L’Argentine,13.0,1050.0,1050.0,05:15:00,medium,medium,https://schweizmobil.ch/de/wanderland/route-121,"[('Tour de L’Argentine', 100.0, 4376)]"
