title;subtitle;difficulty;time_ascent;ascent;time_descent;descent;link;map;description
Von Pontresina (Normal route);Chamanna da Tschierva CAS 2583 m;PD;4 h; 800 m;N; NW;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-tschierva-cas-2147000279/ski-touring/von-pontresina-3241/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-da-tschierva-cas-2147000279/skitouren/von-pontresina-3241/;Von Pontresina-Bahnhof (1773 m) auf der Fahrstrasse entlang (Fahrverbot) durch das Val Roseg zum Hotel Roseg Gletscher (1999 m). Weiter nach Süden über den flachen Talboden bis ca. 2100 m. Nun linkshaltend in ein Moränentälchen, das nach Südosten zur Hütte hochführt. Bei Lawinengefahr ist es angezeigt, den Weg über den Moränenkamm einzuschlagen.
From Morteratsch (Normal route);Chamanna da Boval CAS 2495 m;T2;2 h; 630 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-boval-cas-2147000042/mountain-hiking/from-morteratsch-111/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-da-boval-cas-2147000042/berg-und-alpinwandern/von-morteratsch-111/;From Morteratsch train station (1896 m), follow the well-marked path to Chünetta then further along the western lateral moraine of the Morteratsch glacier. From the end of the moraine, climb some well-secured rock steps and follow a wide ledge to a final short slope which leads up right to the hut.
From Morteratsch (Normal route);Chamanna da Boval CAS 2495 m;PD-;2:30 h; 600 m;N; E;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-boval-cas-2147000042/ski-touring/from-morteratsch-3058/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-da-boval-cas-2147000042/skitouren/von-morteratsch-3058/;From Morteratsch train station (1896 m) head south to Vadret da Morteratsch (glacier) and climb over its foot east of the hut until around 2450 m. Now arc back right (W) onto the western moraine, then north to reach the hut.
na;na;na;na;na;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-da-boval-cas-2147000042/snowshoeing/von-morteratsch-4364/;;na
From Wildhaus or Gamplüt via Chreialp;Zwinglipasshütte 1999 m;T2;3 h; 940 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zwinglipasshuette-2147000300/mountain-hiking/from-wildhaus-or-gampluet-via-chreialp-2299/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/zwinglipasshuette-2147000300/berg-und-alpinwandern/von-wildhaus-oder-gampluet-ueber-die-chreialp-2299/;From Wildhaus Post go to the large parking lot at the fire station and follow the signposts towards Gamplüt. Shortly after the trail passes under the aerial cableway, branch off right to reach Flüretobel (this point can also be reached from the Gamplüt summit station). Hike up Flüretobel and turn right to Teselalp. Behind the chalets the steep stretch to overcome Schnüer begins. Continue past the chalets at Chreialp. As soon as you see the cabin, you have several possibilities to ascend. If in doubt, choose the one with the white-red-white markings.
Ab Gamplüt (Wildhaus);Zwinglipasshütte 1999 m;AD;2:30 h; 700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zwinglipasshuette-2147000300/ski-touring/ab-gampluet-wildhaus-5234/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/zwinglipasshuette-2147000300/skitouren/ab-gampluet-wildhaus-5234/;Von der Bergstation der Gondelbahn beim Bergrestaurant Gamplüt (1352 m) nordostwärts auf Berg- und Alpstrasse nach Fros hinauf und zuerst wenig abfahrend und dann flach zur Teselalp (1433 m). Von der Alp nordostwärts zu den Felsstufen von Schnüer.
From Maienfeld or St. Luzisteig via the Enderlinweg (Normal route);Enderlinhütte SAC 1501 m;T3+;3 h; 1000 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/enderlinhuette-sac-2147000087/mountain-hiking/from-maienfeld-or-st-luzisteig-via-the-enderlinweg-194/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/enderlinhuette-sac-2147000087/berg-und-alpinwandern/von-maienfeld-oder-st-luzisteig-ueber-den-enderlinweg-194/;From Maienfeld (503 m) or Bad Ragaz (501 m) train stations, you can reach the «Enderlinstein» (977 m) on signposted and marked mountain paths through the steep forest, mostly on mountain roads.
From Randa via Festiflüe (Normal route);Domhütte SAC 2940 m;T4;4:30 h; 1530 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/domhuette-sac-2147000081/mountain-hiking/from-randa-via-festifluee-557/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/domhuette-sac-2147000081/berg-und-alpinwandern/von-randa-ueber-die-festifluee-557/;From the Randa train station (1409 m), hike through the village, past the church (1439 m), then straight on through a meadow to the bridge (1536 m) over the Dorfbach stream. Continue until shortly before Gere, then turn right. Now climb up through the Lärchberg forest, past P. 1870 m and along to meet the NE end of the suspension bridge. From here, zigzag straight up in open terrain (a left turn would lead to the Europahütte at 2264 m. Continuing up and right brings you to the base of the Festiflüe (T2).
De Randa (Normal route);Domhütte SAC 2940 m;AD;5 h; 1530 m;SW; W;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/domhuette-sac-2147000081/ski-touring/de-randa-3265/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/domhuette-sac-2147000081/skitouren/von-randa-3265/;De la gare de Randa (1408 m), se rendre en haut du village pour rejoindre le sentier pédestre qui mène à la cabane. Le suivre d’abord par la forêt, puis par les pâturages et enfin par le bastion rocheux. Ce dernier est équipé de cordes fixes dans la partie supérieure. Dès 2760 m env., il est souvent possible de chausser les skis pour gravir une combe qui permet d’atteindre la cabane.
From Kandersteg (Normal route);Doldenhornhütte SAC 1915 m;T2;2:30 h; 750 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/doldenhornhuette-sac-2147000079/mountain-hiking/from-kandersteg-473/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/doldenhornhuette-sac-2147000079/berg-und-alpinwandern/von-kandersteg-473/;Currently closed due to landslide risk. From Kandersteg train station (1176 m), follow the small road south of the Oeschibach towards Oeschinensee until the official start of the hut path in Oeschiwald (signpost). Climb first steeply through the forest, then cross beneath a crumbling overhang on perma-wet rock up to P. 1468. Now follow the path W, ascending a little to the Undere Biberg, where you'll cross the bridge and meet the path from Dürreschwand.
Von Kandersteg über den Felsenpfad;Doldenhornhütte SAC 1915 m;T3+;3 h; 860 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/doldenhornhuette-sac-2147000079/mountain-hiking/von-kandersteg-ueber-den-felsenpfad-1491/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/doldenhornhuette-sac-2147000079/berg-und-alpinwandern/von-kandersteg-ueber-den-felsenpfad-1491/;Vom Bahnhof Kandersteg (1176 m) folgt man zuerst der Strasse östlich der Geleise bis Hinder de Büele, quert anschliessend nach Südosten zum Waldhotel Doldenhorn. Hier beginnt der Bergweg, auf dem man zuerst steil ansteigend nach Dürreschwand und weiter bis zur Wegverzweigung unterhalb der Fisialp auf ca. 1800 m steigt. Hier folgt man dem zuerst etwas ansteigend, dann fast horizontal, später abfallend verlaufenden Weg nach E zum Obere Biberg. Weiter gelangt man auf dem Normalweg nach NE zur Doldenhornhütte.
From Kandersteg;Doldenhornhütte SAC 1915 m;PD;2–2:30 h; 740 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/doldenhornhuette-sac-2147000079/ski-touring/from-kandersteg-5082/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/doldenhornhuette-sac-2147000079/skitouren/von-kandersteg-5082/;From Kandersteg train station (1176 m) cross the river, and the main road, heading E in the direction of Öschiwald, and staying south of the Öschibach (stream). Follow the track through the forest (a sledging track when there is enough snow) until the junction of the hut path (approx. 1340 m, signpost). Follow the path S to a cliff (slash overhanging pile of choss).
From Fäld via Freichi (Normal route);Binntalhütte SAC 2267 m;T2;3 h; 770 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/binntalhuette-sac-2147000035/mountain-hiking/from-faeld-via-freichi-567/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/binntalhuette-sac-2147000035/berg-und-alpinwandern/von-faeld-ueber-freichi-567/;From P. 1519, follow the road through the hamlet of Fäld (1546 m) then turn right. The first curves can be shortened by following a marked path (from P.1589, through P. 1673, then back onto the road again. Follow the lower branch past Alp Brunnebiel (1845 m, also the terminus of the BusAlpin), and continue on to Freichi (1874 m).
From Fäld (Normal route);Binntalhütte SAC 2267 m;PD;3:30 h; 770 m;W; NW;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/binntalhuette-sac-2147000035/ski-touring/from-faeld-3278/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/binntalhuette-sac-2147000035/skitouren/von-faeld-3278/;From Fäld (P. 1519, car park) cross the bridge to the picturesque village of Fäld (1547 m). A ski piste leads from here to P. 1589. Follow the summer path to P. 1673 at Heiwmeder. Follow the road, or make a short cut across the field to P. 1710, then continue on to the Trogschlüecht, where path flattens out. Always following the road now, head into the valley past Brunnebiel and along to P. 1882 and the small alp at Freichi. From here the wide valley floor become a narrow gorge and its is advantageous to keep following the line of the road up to P. 1952. A signpost steers you over a beautiful bridge to Chiestafel, then eastwards to P. 2096. Bear leftwards (SE) by the striking cairn and signpost across the beautiful plain of Blatt. Pass under the eastern foot of the Ofenhorn's W ridge, and continue over gentle terrain to the hut. The steeper west facing slope north of the hut should be avoided in poor conditions.
From Ausserberg (Normal route);Baltschiederklause SAC 2783 m;T2;7 h; 1900 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/baltschiederklause-sac-2147000025/mountain-hiking/from-ausserberg-4/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/baltschiederklause-sac-2147000025/berg-und-alpinwandern/von-ausserberg-4/;From the Ausserberg train station (931m), follow the road through the village and on to Choruderi.
Von Ausserberg;Baltschiederklause SAC 2783 m;PD+;6–7 h; 1780 m;E; SE;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/baltschiederklause-sac-2147000025/ski-touring/von-ausserberg-5280/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/baltschiederklause-sac-2147000025/skitouren/von-ausserberg-5280/;Von Ausserberg, Dorf (1009 m) folgt man zu Fuss der Fahrstrasse Richtung Choruderri, am Eingang zum Baltschiedertal. Wenig oberhalb befindet sich das Portal des Wasserleitungsstollens, der über 1.5 km hinein ins Tal führt.
Arête du Verdy – Hochmatt – Cheval Blanc;Hochmatt 2151 m;T5-;3:30 h; 1350 m;2:30 h; 1350 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/hochmatt-919/mountain-hiking/arete-du-verdy-hochmatt-cheval-blanc-1645/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/hochmatt-919/berg-und-alpinwandern/arete-du-verdy-hochmatt-cheval-blanc-1645/;From Im Fang follow the hiking trail to Bi Chalet. After leaving the village, the trail is on the forested N side. From Bi Chalet either follow the road or hike in pastures directly up to the hut at P. 1348. The trail continues via Rustoz, traversing the two elevations of Pointe de Tosse (P. 1750 and P. 1771, unnamed on the map) on the west side. Finally, you reach a saddle above the chalet at Le Verdy (1693 m). The two Pointe de Tosse can also be climbed.
Von der Hirsegg (Normal route);Heftihütte 1904 m;T2;2–2:30 h; 830 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/heftihuette-2147000130/mountain-hiking/von-der-hirsegg-766/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/heftihuette-2147000130/berg-und-alpinwandern/von-der-hirsegg-766/;Von der Postautohaltestelle Hirsegg dem Strässchen entlang über Kaiserschwand zu Bodenhütten. Zwar gibt es eine markierte Abkürzung durch den Wald bei Bursteggstall hinauf. Das Gelände ist teilweise sehr sumpfig und nach Regenfällen mühsam zu begehen. Weiter durch den Wald hoch bis zum Heftiboden und auf gutem Pfad zur Heftihütte.
Von Flühli LU;Heftihütte 1904 m;T3;3:30 h; 1050 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/heftihuette-2147000130/mountain-hiking/von-fluehli-lu-767/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/heftihuette-2147000130/berg-und-alpinwandern/von-fluehli-lu-767/;Von Flühli (884 m) auf markierten Wanderwegen und Strässchen bis kurz vor Oberwilegg (1220 m). Dieser Abschnitt kann mit dem Auto abgekürzt werden. Somit verkürzt sich der Zustieg um 1 Std. 30 Min.
From Monbiel or Klosters via Schwendi (Normal route);Fergenhütte SAC 2141 m;T2;2:30–3 h; 1050 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/fergenhuette-sac-2147000094/mountain-hiking/from-monbiel-or-klosters-via-schwendi-195/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/fergenhuette-sac-2147000094/berg-und-alpinwandern/von-monbiel-oder-klosters-ueber-schwendi-195/;From Monbiel (car park) follow the road into the valley to P.1331. Turn left to reach Schwendi by a good road, then left again across the Alpboden and into the Pardenner Wald (forest). A few long zigzags lead through the beautiful forest to above the tree line, where the path leads steeply up to P. 1866, before climbing diagonally east across the slope to reach the hut.
From Zermatt via Zmutt and Chalbermatten (Normal route);Schönbielhütte SAC 2694 m;T2;4:30 h; 1160 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schoenbielhuette-sac-2147000241/mountain-hiking/from-zermatt-via-zmutt-and-chalbermatten-249/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/schoenbielhuette-sac-2147000241/berg-und-alpinwandern/von-zermatt-ueber-zmutt-und-chalbermatten-249/;From Zermatt (1605 m, train station) head straight along Bahnhofstrasse and past the church. At the end of the village you can see the valley station of the Zermatt - Furi cable car on the left. Climb right (signpost) and follow the steep, wide path to Zmutt (1937 m), 1 1⁄4 hours. Keep traversing the S-facing slope, climbing slowly above the reservoir to reach Bodmen (2056 m), then Chalbermatten (2105 m), 3⁄4 hours. Shorlty after Alp Chalbermatten is a path junction (P. 2155). Take the right-most fork which leads up, then along beneath the cliffs of Arben. Zigzag up through the gap in the cliffs then over to the left (N) moraine of the mighty Zmutt glacier. Cross the Arben Bach and then follow the moraine ridge (either on top or beside it) to Hohle Bielen (2380 m). Move right of the moraine for a short distance, then follow the ridge itself to below the Gemsspitz. Finally, zigzag up to the hut (2694 m) in a few bends, 2 hours.
Von Schwarzsee über Stafelalp;Schönbielhütte SAC 2694 m;T2;2:30 h; 550 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schoenbielhuette-sac-2147000241/mountain-hiking/von-schwarzsee-ueber-stafelalp-250/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/schoenbielhuette-sac-2147000241/berg-und-alpinwandern/von-schwarzsee-ueber-stafelalp-250/;Die Station Schwarzsee (2587 m) erreicht man mit der Seilbahn von Zermatt über Furi. Man geht rechs (NW) zwischen den Seen hindurch etwas hinunter zur Unteri Stafelalp (2406 m). Der Weg steigt etwas ab in die Waldzone. Bei P. 2189 erreicht man die Werkstrasse des Kraftwerks. Man verfolgt diese bis zum See (2216 m), wobei man die verschiedenen technischen Anlagen, Verbauungen und Dämme bewundern darf. Nach dem See steigt man hinauf an den Fuss der Felsen unterhalb von Arben, dort trifft man auf den Weg von Zermatt / Zmutt. Es geht im Zickzack hinauf auf die linke (N) Moräne des mächtigen, mit Geröll beladenen Zmuttgletschers. Man geht in einer Mulde bis zum Arben Bach, 1 1⁄4 Std. Man folgt danach dem Moränenkamm bis Hohle Bielen (2380 m). Dort steigt man etwas rechts der Moräne, dann auf dem Moränenkamm selbst hinauf bis unter den Gemsspitz. Dort steigt der Weg in wenigen Kehren hinauf zur Hütte (2694 m), 1 1⁄4 Std.
From Schwarzsee (Normal route);Schönbielhütte SAC 2694 m;PD+;3 h; 700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/schoenbielhuette-sac-2147000241/ski-touring/from-schwarzsee-3065/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/schoenbielhuette-sac-2147000241/skitouren/von-schwarzsee-3065/;Take the cable car to the Schwarzsee station at the base of the Matterhorn's famous Hornli ridge. Follow the line of the summer footpath NE down to Restaurant Stafelalp at 2198 m on the valley floor. Then head west past Zermatt's main water supply (several small reservoirs) and onto the all but annihilated, rubble-strewn Zmuttgletscher. Continue up the centre of the broad valley, staying clear of the steep banks on either side, until the opening of the Schönbiel glacier to the north presents itself. Steer N into the valley and continue towards P. 2721 before cutting back SE onto the ledge and following this round to the hut.
From Zermatt via Trift (Normal route);Rothornhütte SAC 3198 m;T3+;4–5 h; 1620 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rothornhuette-sac-2147000222/mountain-hiking/from-zermatt-via-trift-5/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rothornhuette-sac-2147000222/berg-und-alpinwandern/von-zermatt-ueber-trift-5/;From Zermatt train station (1605 m), walk briefly along Bahnhofstrasse and turn (before the church!) up to the right to join the Triftweg. This leads quickly away from the hustle and bustle, climbing steeply up to a footbridge which crosses the Triftbach below the rocks (and Via Ferratas) of Fad. Sharp zig-zags now lead up to Alterhaupt (1961 m, Restaruant Edelweiss - 1 hour to here). From there turn right (NW) into the Triftbach gorge, pass the Stellistein (approx. 2060 m) and follow the steep path up to Trift (2337 m, mountain restaurant - another 1 hour).
Von Zermatt;Rothornhütte SAC 3198 m;PD+;4:30 h; 1600 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/rothornhuette-sac-2147000222/ski-touring/von-zermatt-3205/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/rothornhuette-sac-2147000222/skitouren/von-zermatt-3205/;"Von Bahnhof Zermatt (1606 m) auf der Bahnhofstrasse Richtung Matterhorn bis zum Hotel Post. Dort nach rechts in eine enge Gasse und auf dem Hüttenweg in Richtung Restaurant Edelweiss (1961 m; im Winter geschlossen) aufsteigen. Im Bereich des Sommerwegs, je nach Lawinenresten mühsam oder ganz angenehm, durch die Triftschlucht zum Berghotel Trift (2337 m; im Winter geschlossen) und weiter in nordwestlicher Richtung zum Vieliboden."
From Zermatt via Zmutt and Arbengandegge (Normal route);Arbenbiwak SAC 3225 m;T5+;5:45 h; 1610 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/arbenbiwak-sac-2147000016/mountain-hiking/from-zermatt-via-zmutt-and-arbengandegge-2291/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/arbenbiwak-sac-2147000016/berg-und-alpinwandern/von-zermatt-ueber-zmutt-und-arbengandegge-2291/;From Zermatt (1605 m, railway station) go along the main high street, the 'Bahnhofstrasse', past the church and straight ahead. At the end of the village you can see the valley station of the Zermatt - Furi cable car on the left. There you turn right in the direction of Zmutt (signpost). Follow the not-too steep, wide path to Zmutt (1937 m), 1 1/4 hrs. Keep on the right-hand path that leads slowly up above the reservoir to Bodmen (2056 m) and Chalbermatten (2105 m), 3/4 hrs. A little further on, at P. 2161, follow the right-hand fork, and climb up to the base of the rocks below Arben. It zigzags up behind the northern moraine of the Zmutt Glacier and in a hollow reaches the Arben stream, 3/4 hrs.
From Engelberg (Herrenrütiboden) via Alp Stäfeli (Normal route);Spannorthütte SAC 1956 m;T3;3 h; 900 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spannorthuette-sac-2147000255/mountain-hiking/from-engelberg-herrenruetiboden-via-alp-staefeli-356/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/spannorthuette-sac-2147000255/berg-und-alpinwandern/von-engelberg-herrenruetiboden-ueber-alp-staefeli-356/;From the Herrenrütiboden car park (Fürenalp cable car / P. 1083), follow the road to Herrenrüti.
Von Brüsti über den Surenenpass;Spannorthütte SAC 1956 m;T3+;5:30–6 h; 1320 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spannorthuette-sac-2147000255/mountain-hiking/von-bruesti-ueber-den-surenenpass-777/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/spannorthuette-sac-2147000255/berg-und-alpinwandern/von-bruesti-ueber-den-surenenpass-777/;Von der Bergstation Brüsti (1554 m) folgt man dem ausgeschilderten Wanderweg über die Alp Grat und am Angistock vorbei zum Surenenpass (2292 m).
Von der Talstation Fürenalpbahn;Spannorthütte SAC 1956 m;D-;3:30–4 h; 880 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/spannorthuette-sac-2147000255/ski-touring/von-der-talstation-fuerenalpbahn-3314/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/spannorthuette-sac-2147000255/skitouren/von-der-talstation-fuerenalpbahn-3314/;Von der Busendhaltestelle Fürenalpbahn (ca. 1080 m) im Bereich der Strasse taleinwärts via Alpenrösli (1258 m) zum Stäfeli (1392 m).
From Göschenen (Normal route);Salbithütte SAC 2105 m;T2;3:15 h; 1010 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salbithuette-sac-2147000229/mountain-hiking/from-goeschenen-284/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/salbithuette-sac-2147000229/berg-und-alpinwandern/von-goeschenen-284/;From Göschenen train station (1106 m) an approach path leads past the large village church into the wooded slopes above the hamlet of Abfrutt and up to Regliberg (1680 m). Continue to climb through the forest till above the treeline, then bear westwards to reach the Salbit hut.
Von Ulmi (Parkplatz bei P. 1195);Salbithütte SAC 2105 m;T2;2:30 h; 900 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salbithuette-sac-2147000229/mountain-hiking/von-ulmi-parkplatz-bei-p-1195-285/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/salbithuette-sac-2147000229/berg-und-alpinwandern/von-ulmi-parkplatz-bei-p-1195-285/;Vom Parkplatz Ulmi bei P. 1195 (Postauto-Haltestelle) steigt der Weg gegen Norden durch lichten Wald an und erreicht den Regliberg (1680 m). Nun weiter durch den Wald ansteigen und anschliessend westwärts zur Hütte.
Von Wassen über Rohr und die Bandlücke;Salbithütte SAC 2105 m;T3;6:30 h; 1600 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salbithuette-sac-2147000229/mountain-hiking/von-wassen-ueber-rohr-und-die-bandluecke-349/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/salbithuette-sac-2147000229/berg-und-alpinwandern/von-wassen-ueber-rohr-und-die-bandluecke-349/;In Wassen (916 m) beginnt beim Gemeindehaus die alte Sustenstrasse, unterquert die Bahnlinie und führt in acht Kehren zur Meienschanze. Man folgt diesem breiten Weg, biegt aber kurz vor dem Schanzhaus (ca. 1040 m) in den Wanderweg ein, der ins Rohr hochführt (Wegweiser). Durch den Dorfbannwald ansteigend, erreicht man Rieteren. Der Weg schlängelt sich nun durch Lawinenverbauungen unter das Höreli (2364 m) hoch und leitet südlich unter diesem zum Chli See (2204 m). Weiter zum Gross See (2337 m) und zum Lang See (2308 m). Nun quert man gegen Norden den breiten Kessel der Rohrplatten und gewinnt ansteigend die Bandlücke (2357 m), von wo ein steiler Pfad in den flachen Seeliboden hinunterführt. Mit einem kurzen Gegenanstieg gelangt man zur Salbithütte.
Von Göschenen;Salbithütte SAC 2105 m;AD-;3–3:30 h; 1000 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/salbithuette-sac-2147000229/ski-touring/von-goeschenen-3055/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/salbithuette-sac-2147000229/skitouren/von-goeschenen-3055/;Vom Bahnhof Göschenen (1107 m) zur Hauptstrasse hinauf. Auf der Gotthardstrasse dorfeinwärts und nach 150 m geradeaus am Elektrizitätswerk vorbei ins Göschenertal. Südlich der Göschenerreuss im Bereich des Sommerwegs bis Bitzi oder Abfrutt (1168 m), wo die Bachseite gewechselt werden kann. Auf der Göschenertal-Strasse bis Ulmi (1195 m). Auf dem Sommerweg Richtung Norden teilweise steil (39° auf 120 Hm) und ruppig nach Regliberg (1681 m). Nordwärts durch den nun lockeren Wald in offenes Gelände. Nördlich an der Kuppe (1969 m) vorbei über einen Aufschwung nordwestwärts, recht steil (36° auf 80 Hm), zur Geländeterrasse von Salbiten und Richtung Westen zur Hütte.
Von Sumvitg durch das Val Russein;Camona da Cavardiras CAS 2649 m;T2;6:30 h; 1700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/mountain-hiking/von-sumvitg-durch-das-val-russein-369/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/camona-da-cavardiras-cas-2147000059/berg-und-alpinwandern/von-sumvitg-durch-das-val-russein-369/;Von der Bahnstation Sumvitg-Cumpadials (982 m) hinunter ins Dorf Cumpadials. Man steigt ostwärts auf einem Wanderweg dem Rein Anteriur entlang, unterquert die Eisenbahnlinie und gelangt bei Punt Gronda (alte, gedeckte Brücke / Parkplatz an der Hauptstrasse) ins Val Russein. Ein Strässchen führt am Stausee Barcuns Dadens (1362 m) vorbei zur Alp Cavrein Sut. Ab Disentis Fahrmöglichkeit mit dem Alpentaxi, Reservation unter +41 81 936 44 44 oder www.furgertaxi.ch.
From Bristen or Hinterbalmhütte (Normal route);Camona da Cavardiras CAS 2649 m;T3;7 h; 1820 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/mountain-hiking/from-bristen-or-hinterbalmhuette-367/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/camona-da-cavardiras-cas-2147000059/berg-und-alpinwandern/von-bristen-oder-der-hinterbalmhuette-367/;A wide hiking trail leads from the bus stop at the valley station of the Bristen – Golzern cable car (832 m) along the Chärstelenbach stream into the rear Maderaner valley via Balmenschachen and on to the Alp Guferen. Up to Guferen (1275 m) there is a possibility of taking an Alpine taxi (reservation tel. +41 41 883 18 08 or +41 79 271 81 57).
Von Disentis (Caischavedra, Bergstation) über den Brunnipass;Camona da Cavardiras CAS 2649 m;T4;3:30 h; 950 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/mountain-hiking/von-disentis-caischavedra-bergstation-ueber-den-brunnipass-368/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/camona-da-cavardiras-cas-2147000059/berg-und-alpinwandern/von-disentis-caischavedra-bergstation-ueber-den-brunnipass-368/;Im oberen Dorfteil von Disentis (Funs) startet die Luftseilbahn nach Caischavedra. Von der Bergstation (1862 m) folgt man dem markierten Wanderweg zum Lag Serein (2073 m).
Von Disentis über Piz Ault;Camona da Cavardiras CAS 2649 m;AD-;1:30 h; 150 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/camona-da-cavardiras-cas-2147000059/ski-touring/von-disentis-ueber-piz-ault-3303/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/camona-da-cavardiras-cas-2147000059/skitouren/von-disentis-ueber-piz-ault-3303/;Von der Skilift-Bergstation (ca. 2770 m) am Piz Ault steigt man, nach NW ausholend, zum S-Grat und quert anschliessend die steilen SE-Hänge des Piz Ault an den felsigen NE-Grat.
